ID,ShotsCode,EquipmentID,TriggerTime,Monitor,CreateTime
18886,134,192.168.0.101,2020-07-22 09:41:54,"240,235,237,230,225,248,47,0,999,999,45.20,41.04,104.50,465,90,0,0,0,598,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.0,205,322,855,1168,1004,180,0.0,180,0.0,-37,0.1,-37,0.1,0.00,49.52,7.37,9.04,12.0,59.30,63.46,999,0,0,67.33,0,1311,50.2,37.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A4",2020-07-22 09:41:44.047
18892,135,192.168.0.101,2020-07-22 09:42:43,"240,235,237,230,225,248,47,0,999,999,45.20,41.13,104.50,465,90,0,0,0,599,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.0,212,323,857,1170,1005,180,0.0,180,0.0,-36,0.0,-36,0.0,0.00,49.52,7.37,8.99,11.9,59.30,63.37,999,0,0,67.24,0,1314,50.2,37.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B4",2020-07-22 09:42:34.207
18896,136,192.168.0.101,2020-07-22 09:43:33,"240,235,237,230,225,248,47,0,999,999,45.20,41.03,104.50,465,90,0,0,0,597,621,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.1,204,324,857,1171,1004,180,0.1,180,0.1,-37,0.1,-37,0.1,0.00,49.52,7.37,9.02,12.0,59.30,63.47,999,0,0,67.34,0,1312,50.2,37.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A4",2020-07-22 09:43:24.300
18901,137,192.168.0.101,2020-07-22 09:44:22,"240,235,237,230,225,248,47,0,999,999,45.20,41.11,104.50,465,90,0,0,0,597,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.0,209,322,856,1170,1004,180,0.0,180,0.0,-38,0.1,-38,0.1,0.00,49.52,7.37,9.00,11.9,59.30,63.39,999,0,0,67.26,0,1312,50.2,37.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A9",2020-07-22 09:44:13.393
18905,138,192.168.0.101,2020-07-22 09:45:12,"240,235,237,230,225,248,47,0,999,999,45.20,41.08,104.50,465,90,0,0,0,597,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.0,209,324,858,1170,1002,180,0.0,180,0.0,-37,0.1,-37,0.1,0.00,49.52,7.37,8.97,11.9,59.30,63.42,999,0,0,67.28,0,1314,50.2,37.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BB",2020-07-22 09:45:02.470
18912,139,192.168.0.101,2020-07-22 09:46:01,"240,235,237,230,225,248,47,0,999,999,45.20,41.03,104.50,465,90,0,0,0,597,621,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.1,204,324,857,1168,1003,180,0.1,180,0.1,-37,0.0,-37,0.0,0.00,49.52,7.37,8.99,11.9,59.30,63.47,999,0,0,67.33,0,1312,50.2,37.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BF",2020-07-22 09:45:52.610
18916,140,192.168.0.101,2020-07-22 09:46:51,"240,235,237,230,225,248,47,0,999,999,45.20,41.12,104.50,465,90,0,0,0,599,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.0,211,323,858,1171,1006,180,0.0,180,0.0,-37,0.0,-37,0.0,0.00,49.52,7.37,9.02,12.0,59.30,63.38,999,0,0,67.25,0,1315,50.2,37.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A1",2020-07-22 09:46:41.687
18921,141,192.168.0.101,2020-07-22 09:47:40,"240,235,237,230,225,248,47,0,999,999,45.20,41.01,104.50,465,90,0,0,0,598,621,810,260,180,4,99,0,0,0,1.6,3.0,25.1,49.9,29.6,0.1,203,323,856,1170,1005,180,0.1,180,0.1,-37,0.1,-37,0.1,0.00,49.52,7.37,9.00,11.9,59.30,63.49,999,0,0,67.35,0,1312,50.2,37.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A7",2020-07-22 09:47:31.797
18927,142,192.168.0.101,2020-07-22 09:48:30,"240,235,237,230,225,248,47,0,999,999,45.20,41.08,104.50,465,90,0,0,0,599,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.1,207,322,855,1170,1005,180,0.1,180,0.1,-37,0.1,-37,0.1,0.00,49.52,7.37,9.01,12.0,59.30,63.42,999,0,0,67.29,0,1312,50.2,37.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A2",2020-07-22 09:48:20.907
18932,143,192.168.0.101,2020-07-22 09:49:20,"240,235,237,230,225,248,47,0,999,999,45.20,41.14,104.50,465,90,0,0,0,600,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.1,213,323,859,1173,1006,180,0.1,180,0.1,-37,0.0,-37,0.0,0.00,49.52,7.37,8.97,11.9,59.30,63.36,999,0,0,67.23,0,1316,50.2,37.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B0",2020-07-22 09:49:10.010
18937,144,192.168.0.101,2020-07-22 09:50:09,"240,235,237,230,225,248,47,0,999,999,45.20,41.04,104.50,465,90,0,0,0,599,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.0,205,324,858,1172,1005,180,0.0,180,0.0,-36,0.0,-36,0.0,0.00,49.52,7.37,9.02,12.0,59.30,63.46,999,0,0,67.33,0,1314,50.2,37.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A4",2020-07-22 09:50:00.127
18943,145,192.168.0.101,2020-07-22 09:50:58,"240,235,237,230,225,248,47,0,999,999,45.20,41.10,104.50,465,90,0,0,0,598,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.0,208,323,858,1171,1005,180,0.0,180,0.0,-37,0.1,-37,0.1,0.00,49.52,7.37,9.07,12.0,59.30,63.40,999,0,0,67.27,0,1316,50.2,37.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AB",2020-07-22 09:50:49.237
18947,146,192.168.0.101,2020-07-22 09:51:48,"240,235,237,230,225,248,47,0,999,999,45.20,41.01,104.50,465,90,0,0,0,598,621,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.1,203,323,857,1170,1004,180,0.1,180,0.1,-37,0.0,-37,0.0,0.00,49.52,7.37,9.03,12.0,59.30,63.49,999,0,0,67.35,0,1313,50.2,37.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A8",2020-07-22 09:51:38.297
18952,147,192.168.0.101,2020-07-22 09:52:38,"240,235,237,230,225,248,47,0,999,999,45.20,41.01,104.50,465,90,0,0,0,598,621,810,260,180,4,101,0,0,0,1.6,3.0,25.1,49.9,29.6,0.1,202,323,856,1170,1004,180,0.1,180,0.1,-37,0.0,-37,0.0,0.00,49.52,7.37,9.01,12.0,59.30,63.49,999,0,0,67.36,0,1311,50.2,37.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A4",2020-07-22 09:52:29.393
18958,148,192.168.0.101,2020-07-22 09:53:27,"240,235,237,230,225,248,47,0,999,999,45.20,41.08,104.50,465,90,0,0,0,598,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.1,207,322,855,1170,1005,180,0.1,180,0.1,-37,0.1,-37,0.1,0.00,49.52,7.37,9.04,12.0,59.30,63.42,999,0,0,67.28,0,1311,50.2,37.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AB",2020-07-22 09:53:17.500
18962,149,192.168.0.101,2020-07-22 09:54:17,"240,235,237,230,225,248,47,0,999,999,45.20,41.09,104.50,465,90,0,0,0,599,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.1,209,323,855,1171,1005,180,0.1,180,0.1,-37,0.1,-37,0.1,0.00,49.52,7.37,9.07,12.0,59.30,63.41,999,0,0,67.28,0,1313,50.2,37.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B6",2020-07-22 09:54:07.580
18966,150,192.168.0.101,2020-07-22 09:55:06,"240,235,237,230,225,248,47,0,999,999,45.20,41.18,104.50,465,90,0,0,0,600,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.1,215,322,859,1173,1007,180,0.1,180,0.1,-36,0.1,-36,0.1,0.00,49.52,7.37,9.02,12.0,59.30,63.32,999,0,0,67.20,0,1317,50.2,37.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94",2020-07-22 09:54:56.673
18970,151,192.168.0.101,2020-07-22 09:55:56,"240,235,237,230,225,248,47,0,999,999,45.20,41.07,104.50,465,90,0,0,0,599,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.0,206,324,856,1171,1005,180,0.0,180,0.0,-37,0.1,-37,0.1,0.00,49.52,7.37,8.99,11.9,59.30,63.43,999,0,0,67.30,0,1312,50.2,37.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B7",2020-07-22 09:55:46.750
18977,152,192.168.0.101,2020-07-22 09:56:45,"240,235,237,230,225,248,47,0,999,999,45.20,41.03,104.50,465,90,0,0,0,597,621,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.1,204,323,855,1170,1005,180,0.1,180,0.1,-37,0.0,-37,0.0,0.00,49.52,7.37,9.04,12.0,59.30,63.47,999,0,0,67.33,0,1311,50.2,37.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A5",2020-07-22 09:56:35.920
18983,153,192.168.0.101,2020-07-22 09:57:35,"240,235,237,230,225,248,47,0,999,999,45.20,41.09,104.50,465,90,0,0,0,599,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.0,208,323,856,1171,1005,180,0.0,180,0.0,-37,0.0,-37,0.0,0.00,49.52,7.37,9.01,12.0,59.30,63.41,999,0,0,67.28,0,1313,50.2,37.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A9",2020-07-22 09:57:26.033
18989,155,192.168.0.101,2020-07-22 09:59:14,"240,235,237,230,225,248,47,0,999,999,45.20,40.94,104.50,465,90,0,0,0,595,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.1,198,323,854,1168,1002,180,0.1,180,0.1,-37,0.1,-37,0.1,0.00,49.52,7.37,9.03,12.0,59.30,63.56,999,0,0,67.43,0,1309,50.2,37.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C4",2020-07-22 09:59:04.050
18996,156,192.168.0.101,2020-07-22 10:00:03,"240,235,237,230,225,248,47,0,999,999,45.20,41.09,104.50,465,90,0,0,0,598,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.1,209,323,857,1169,1004,180,0.1,180,0.1,-37,0.1,-37,0.1,0.00,49.52,7.37,9.01,12.0,59.30,63.41,999,0,0,67.28,0,1311,50.2,37.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9D",2020-07-22 09:59:53.307
19002,157,192.168.0.101,2020-07-22 10:00:53,"240,235,237,230,225,248,47,0,999,999,45.20,41.04,104.50,465,90,0,0,0,595,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.1,206,321,853,1167,1001,180,0.1,180,0.1,-37,0.0,-37,0.0,0.00,49.52,7.37,9.08,12.0,59.30,63.46,999,0,0,67.33,0,1309,50.2,37.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9E",2020-07-22 10:00:43.563
19008,158,192.168.0.101,2020-07-22 10:01:42,"240,235,237,230,225,247,47,0,999,999,45.20,41.04,104.50,465,90,0,0,0,597,620,810,260,180,4,101,0,0,0,1.6,3.0,25.1,49.9,29.6,0.0,205,323,857,1171,1003,180,0.0,180,0.0,-37,0.0,-37,0.0,0.00,49.52,7.37,9.07,12.0,59.30,63.46,999,0,0,67.33,0,1314,50.2,37.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9A",2020-07-22 10:01:32.797
19014,159,192.168.0.101,2020-07-22 10:02:32,"240,235,237,230,225,248,47,0,999,999,45.20,41.03,104.50,465,90,0,0,0,598,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.1,205,323,855,1169,1004,180,0.1,180,0.1,-37,0.1,-37,0.1,0.00,49.52,7.37,9.03,12.0,59.30,63.47,999,0,0,67.33,0,1310,50.2,37.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9F",2020-07-22 10:02:21.983
19020,160,192.168.0.101,2020-07-22 10:03:21,"240,235,237,230,225,248,47,0,999,999,45.20,40.92,104.50,465,90,0,0,0,597,621,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.0,197,323,854,1168,1003,180,0.0,180,0.0,-37,0.1,-37,0.1,0.00,49.52,7.37,9.00,11.9,59.30,63.58,999,0,0,67.44,0,1308,50.2,37.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AF",2020-07-22 10:03:13.190
19026,161,192.168.0.101,2020-07-22 10:04:11,"240,235,237,230,225,248,47,0,999,999,45.20,41.13,104.50,465,90,0,0,0,599,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.0,211,323,857,1171,1005,180,0.0,180,0.0,-36,0.1,-36,0.1,0.00,49.52,7.37,8.98,11.9,59.30,63.37,999,0,0,67.24,0,1314,50.2,37.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A5",2020-07-22 10:04:01.393
19033,162,192.168.0.101,2020-07-22 10:05:00,"240,235,237,230,225,248,47,0,999,999,45.20,41.09,104.50,465,90,0,0,0,599,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.0,209,321,855,1171,1006,180,0.0,180,0.0,-37,0.1,-37,0.1,0.00,49.52,7.37,9.00,11.9,59.30,63.41,999,0,0,67.27,0,1312,50.2,37.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99",2020-07-22 10:04:51.660
19040,163,192.168.0.101,2020-07-22 10:05:50,"240,235,237,230,225,248,47,0,999,999,45.20,41.08,104.50,465,90,0,0,0,599,620,810,260,180,4,100,0,0,0,1.6,3.0,25.1,49.9,29.6,0.0,207,322,857,1171,1006,180,0.0,180,0.0,-37,0.1,-37,0.1,0.00,49.52,7.37,9.03,12.0,59.30,63.42,999,0,0,67.29,0,1314,50.2,37.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9D",2020-07-22 10:05:39.897
